frame_num,track_id,xmin,ymin,xmax,ymax
233,6,879,348,998,636
233,10,911,326,962,414
234,6,879,347,999,635
234,10,912,328,961,410
235,6,878,342,1001,636
235,10,,,,
236,6,878,345,999,635
236,10,,,,
237,6,878,347,997,634
237,10,,,,
238,6,879,350,994,634
238,10,,,,
239,6,879,351,985,632
239,10,,,,
240,6,878,352,979,631
240,10,,,,
241,6,876,351,972,629
241,10,,,,
242,6,872,351,963,629
242,10,931,323,973,442
243,6,863,350,950,630
243,10,929,324,975,451
244,6,856,348,942,630
244,10,929,323,975,460
245,6,851,348,940,630
245,10,930,325,975,459
246,6,848,348,936,629
246,10,931,325,977,463
247,6,843,349,934,626
247,10,931,324,980,465
248,6,841,349,930,627
248,10,933,324,980,465
249,6,840,348,929,628
249,10,933,323,982,466
250,6,839,348,928,629
250,10,934,323,982,468
251,6,837,350,925,629
251,10,932,323,983,470
252,6,835,350,924,627
252,10,933,324,986,471
253,6,833,351,923,627
253,10,931,325,987,473
254,6,831,352,923,627
254,10,932,325,989,473
255,6,827,351,921,628
255,10,935,324,991,473
256,6,825,350,920,628
256,10,937,325,992,471
257,6,821,349,918,625
257,10,938,322,990,471
258,6,816,348,914,624
258,10,939,318,990,470
259,6,808,347,903,621
259,10,941,322,994,470
260,6,804,347,897,617
260,10,942,323,995,471
261,6,801,347,893,615
261,10,944,324,996,471
262,6,798,348,890,616
262,10,946,323,997,470
263,6,795,347,888,614
263,10,945,322,997,467
264,6,793,346,886,613
264,10,945,322,998,466
265,6,792,346,885,612
265,10,947,323,999,467
266,6,793,346,883,612
266,10,947,324,999,469
267,6,792,345,882,611
267,10,950,323,1000,471
268,6,792,345,881,611
268,10,951,323,1001,473
269,6,792,345,879,610
269,10,949,322,1002,473
270,6,794,345,877,609
270,10,952,322,1002,474
271,6,790,345,876,606
271,10,953,324,1004,474
272,6,789,345,875,605
272,10,954,323,1004,474
273,6,788,346,874,604
273,10,953,323,1004,475
274,6,787,345,872,606
274,10,954,324,1004,475
275,6,783,345,870,604
275,10,953,324,1005,476
276,6,782,345,868,603
276,10,953,323,1005,477
277,6,779,344,867,599
277,10,953,323,1006,476
278,6,779,345,866,596
278,10,954,324,1006,476
279,6,778,344,864,595
279,10,955,325,1006,476
280,6,778,344,863,593
280,10,956,326,1005,476
281,6,778,344,862,593
281,10,956,326,1006,476
282,6,776,344,861,595
282,10,956,326,1006,476
283,6,774,344,859,595
283,10,956,326,1006,476
284,6,774,344,857,595
284,10,956,325,1006,476
285,6,776,344,856,595
285,10,956,325,1006,476
286,6,777,345,855,594
286,10,955,324,1007,476
287,6,779,345,856,594
287,10,955,325,1005,476
288,6,780,346,856,594
288,10,955,327,1005,475
289,6,781,345,857,594
289,10,955,328,1004,475
290,6,781,344,857,593
290,10,955,328,1003,475
291,6,782,344,858,591
291,10,956,327,1003,474
292,6,782,345,857,590
292,10,956,326,1002,477
293,6,782,345,859,588
293,10,956,326,1002,477
294,6,782,344,860,585
294,10,956,325,1002,477
295,6,782,344,860,581
295,10,955,324,1001,478
296,6,782,343,861,579
296,10,955,324,1000,477
297,6,783,342,861,576
297,10,955,323,1000,478
298,6,782,342,861,575
298,10,955,323,999,477
299,6,782,342,860,573
299,10,955,322,1000,478
300,6,782,342,860,573
300,10,955,322,1001,479
301,6,782,341,860,574
301,10,955,322,1001,478
302,6,782,341,861,574
302,10,956,323,1001,478
303,6,783,342,861,574
303,10,957,323,1001,478
304,6,783,343,861,574
304,10,957,323,1002,478
305,6,784,344,861,574
305,10,958,323,1003,478
306,6,784,344,861,574
306,10,958,323,1003,478
307,6,784,342,861,572
307,10,959,324,1004,477
308,6,785,341,861,569
308,10,959,324,1005,477
309,6,785,341,861,568
309,10,959,324,1005,477
310,6,785,340,862,568
310,10,959,324,1005,477
311,6,784,339,863,563
311,10,959,324,1005,477
312,6,785,338,864,558
312,10,959,324,1005,477
313,6,786,338,864,556
313,10,958,324,1005,477
314,6,786,337,866,555
314,10,958,324,1005,477
315,6,787,337,867,554
315,10,958,324,1004,477
316,6,787,337,868,552
316,10,958,324,1004,477
317,6,788,337,868,551
317,10,958,324,1003,477
318,6,790,335,868,551
318,10,958,324,1003,477
319,6,792,335,867,551
319,10,958,323,1002,477
320,6,793,335,868,551
320,10,958,323,1002,477
321,6,795,336,868,551
321,10,958,323,1002,478
322,6,796,337,869,551
322,10,958,323,1002,478
323,6,801,338,869,549
323,10,958,323,1002,477
324,6,804,337,870,548
324,10,957,324,1001,477
325,6,805,335,872,548
325,10,957,323,1001,477
326,6,806,335,875,547
326,10,957,323,1001,477
327,6,810,334,877,545
327,10,956,325,1001,474
328,6,812,333,879,542
328,10,956,325,1002,473
329,6,814,333,880,541
329,10,955,325,1003,473
330,6,815,334,883,539
330,10,955,324,1004,474
331,6,819,334,885,540
331,10,955,325,1006,475
332,6,821,334,887,540
332,10,955,325,1007,477
333,6,823,334,888,540
333,10,955,324,1008,476
334,6,824,334,889,540
334,10,955,323,1008,475
335,6,827,335,890,538
335,10,956,324,1008,475
336,6,829,334,890,537
336,10,956,322,1008,475
337,6,830,335,892,535
337,10,957,324,1009,476
338,6,831,336,892,532
338,10,957,323,1010,476
339,6,831,336,893,531
339,10,958,323,1012,476
340,6,831,336,895,532
340,10,959,324,1013,476
341,6,832,336,895,534
341,10,960,325,1013,475
342,6,832,336,895,533
342,10,960,323,1014,475
343,6,833,336,896,533
343,10,963,324,1015,476
344,6,833,336,897,533
344,10,964,326,1018,476
345,6,834,335,899,532
345,10,965,324,1018,476
346,6,834,334,899,530
346,10,966,323,1019,476
347,6,842,334,900,528
347,10,969,325,1022,475
348,6,845,334,902,528
348,10,971,327,1023,475
349,6,848,335,904,527
349,10,971,327,1024,475
350,6,852,335,907,526
350,10,972,327,1026,475
351,6,854,335,913,525
351,10,973,327,1027,475
352,6,854,336,917,525
352,10,973,329,1029,475
353,6,856,336,923,525
353,10,973,329,1031,475
354,6,857,336,931,525
354,10,975,328,1033,476
355,6,860,337,937,526
355,10,979,330,1031,475
356,6,863,337,937,526
356,10,982,330,1035,474
357,6,863,335,939,526
357,10,984,328,1037,473
358,6,863,334,939,525
358,10,985,328,1040,475
359,6,863,335,939,525
359,10,989,328,1044,474
360,6,864,335,938,524
360,10,991,328,1046,474
361,6,865,335,939,525
361,10,992,328,1046,474
362,6,868,334,940,524
362,10,994,327,1047,474
363,6,880,335,941,522
363,10,995,327,1049,471
364,6,884,335,942,520
364,10,996,328,1051,470
365,6,888,335,943,519
365,10,998,328,1052,472
366,6,896,336,947,520
366,10,1001,331,1055,474
367,6,900,337,949,518
367,10,1002,332,1056,475
368,6,902,336,951,518
368,10,1005,332,1056,474
369,6,903,336,954,519
369,10,1007,333,1055,474
370,6,905,336,965,518
370,10,1009,334,1055,475
371,6,907,337,972,519
371,10,1010,335,1057,475
372,6,908,337,977,519
372,10,1011,335,1056,475
373,6,909,337,982,520
373,10,1012,335,1056,476
374,6,910,337,987,521
374,10,1013,333,1056,478
375,6,910,338,990,520
375,10,1014,331,1056,478
376,6,910,340,991,519
376,10,1015,332,1057,479
377,6,910,338,991,519
377,10,1015,332,1058,480
378,6,912,336,990,519
378,10,1016,332,1059,480
379,6,924,336,986,518
379,10,1016,332,1060,481
380,6,922,334,988,519
380,10,1018,331,1062,482
381,6,931,335,991,515
381,10,1019,330,1063,484
382,6,939,334,996,514
382,10,1019,331,1066,487
383,6,946,333,1001,512
383,10,1020,330,1068,488
384,6,950,332,1004,514
384,10,1018,329,1070,488
385,6,953,332,1006,517
385,10,1018,328,1070,489
386,6,955,334,1009,519
386,10,1022,329,1070,489
387,6,956,334,1012,519
387,10,1024,329,1071,489
388,6,958,335,1015,519
388,10,1025,329,1073,489
389,6,959,335,1023,521
389,10,1026,328,1074,487
390,6,959,337,1031,525
390,10,1028,328,1075,487
391,6,960,338,1034,526
391,10,1029,328,1075,487
392,6,960,338,1037,526
392,10,1029,328,1075,487
393,6,960,338,1039,527
393,10,1029,327,1075,489
394,6,961,338,1040,526
394,10,1029,328,1075,490
395,6,962,338,1041,526
395,10,1029,328,1075,491
396,6,965,337,1042,526
396,10,1029,329,1075,494
397,6,973,336,1043,527
397,10,1029,328,1074,491
398,6,975,333,1051,525
398,10,1029,332,1072,491
399,6,983,331,1061,523
399,10,,,,
400,6,990,331,1063,522
400,10,,,,
401,6,996,332,1062,519
401,10,,,,
402,6,1002,333,1060,521
402,10,,,,
403,6,1006,334,1060,525
403,10,,,,
404,6,1008,333,1061,525
404,10,,,,
405,6,1009,332,1066,525
405,10,,,,
406,6,1008,333,1075,527
406,10,,,,
407,6,1008,333,1084,529
407,10,,,,
408,6,1005,334,1089,529
408,10,,,,
409,6,1005,334,1092,529
409,10,,,,
410,6,1012,333,1094,530
410,10,,,,
411,6,1013,334,1096,530
411,10,,,,
412,6,1016,334,1095,530
412,10,,,,
413,6,1014,333,1093,530
413,10,,,,
414,6,1014,334,1095,531
414,10,997,331,1042,507
415,6,1015,333,1097,532
415,10,1035,334,1092,529
416,6,1021,333,1098,534
416,10,993,332,1043,500
417,6,992,334,1042,499
417,10,1033,335,1097,530
418,6,992,333,1041,499
418,10,1041,336,1103,528
419,6,991,334,1039,500
419,10,1046,336,1111,531
420,6,991,334,1038,501
420,10,1050,334,1117,532
421,6,989,335,1035,501
421,10,1054,333,1125,535
422,6,987,334,1035,501
422,10,1058,332,1131,538
423,6,984,334,1034,501
423,10,1060,333,1132,538
424,6,982,334,1034,502
424,10,1063,336,1129,540
425,6,982,334,1033,502
425,10,1065,337,1133,542
426,6,980,335,1032,503
426,10,1067,335,1141,544
427,6,978,335,1032,503
427,10,1067,335,1144,545
428,6,975,334,1030,503
428,10,1066,336,1144,545
429,6,973,334,1029,504
429,10,1067,336,1144,545
430,6,971,333,1027,505
430,10,1067,335,1144,545
431,6,969,330,1025,505
431,10,1067,336,1145,545
432,6,969,331,1025,505
432,10,1068,338,1146,545
433,6,968,329,1023,505
433,10,1071,339,1147,543
434,6,967,331,1021,506
434,10,1079,338,1149,543
435,6,966,331,1020,505
435,10,1084,337,1151,543
436,6,966,331,1018,504
436,10,1089,335,1151,543
437,6,965,332,1017,504
437,10,1093,335,1153,543
438,6,964,330,1017,504
438,10,1096,336,1153,544
439,6,962,331,1017,504
439,10,1097,337,1156,542
440,6,961,332,1017,504
440,10,1098,337,1158,543
441,6,960,332,1017,504
441,10,1098,337,1159,543
442,6,960,333,1015,505
442,10,1099,337,1164,545
443,6,960,334,1014,504
443,10,1100,337,1164,547
444,6,960,334,1013,504
444,10,1100,336,1165,547
445,6,960,335,1013,504
445,10,1100,336,1167,548
446,6,959,335,1012,504
446,10,1101,335,1170,547
447,6,959,334,1011,504
447,10,1101,335,1172,546
448,6,960,334,1011,503
448,10,1102,334,1174,547
449,6,960,335,1011,503
449,10,1102,334,1175,546
450,6,961,334,1011,504
450,10,1102,335,1175,545
451,6,962,334,1011,504
451,10,1101,335,1175,544
452,6,964,334,1010,503
452,10,1101,335,1175,544
453,6,965,334,1011,503
453,10,1101,334,1175,543
454,6,966,333,1011,503
454,10,1100,334,1174,542
455,6,966,332,1012,503
455,10,1100,333,1173,542
456,6,966,331,1012,503
456,10,1100,333,1173,541
457,6,966,331,1012,503
457,10,1100,333,1171,541
458,6,966,331,1012,503
458,10,1100,332,1167,542
459,6,966,331,1012,503
459,10,1100,332,1165,542
460,6,966,331,1012,503
460,10,1100,333,1165,542
461,6,966,330,1012,503
461,10,1099,333,1163,540
462,6,965,330,1012,503
462,10,1097,334,1161,537
463,6,965,330,1012,503
463,10,1094,334,1159,535
464,6,965,330,1012,503
464,10,1092,335,1158,535
465,6,965,330,1013,503
465,10,1091,335,1157,534
466,6,965,330,1013,503
466,10,1088,336,1155,533
467,6,965,330,1013,503
467,10,1086,336,1155,532
468,6,965,330,1014,503
468,10,1084,335,1154,533
469,6,965,331,1014,503
469,10,1081,335,1154,532
470,6,965,331,1014,503
470,10,1080,334,1151,531
471,6,965,331,1014,503
471,10,1079,333,1148,529
472,6,965,331,1014,503
472,10,1078,333,1147,528
473,6,965,331,1014,503
473,10,1078,333,1144,527
474,6,965,331,1014,503
474,10,1078,333,1140,526
475,6,965,332,1014,502
475,10,1078,334,1139,526
476,6,965,332,1014,502
476,10,1080,333,1137,524
477,6,965,332,1014,502
477,10,1078,332,1136,524
478,6,965,332,1014,502
478,10,1066,334,1135,523
479,6,964,332,1014,502
479,10,1060,333,1134,523
480,6,964,332,1015,502
480,10,1053,335,1134,524
481,6,964,332,1015,502
481,10,1050,335,1133,522
482,6,964,331,1015,503
482,10,1049,333,1131,523
483,6,965,331,1015,503
483,10,1049,331,1130,524
484,6,965,331,1015,503
484,10,1047,331,1128,525
485,6,965,331,1015,502
485,10,1046,332,1127,525
486,6,965,331,1015,502
486,10,1045,331,1125,524
487,6,965,331,1015,503
487,10,1049,331,1123,523
488,6,965,331,1015,503
488,10,1049,331,1121,523
489,6,965,331,1015,503
489,10,1046,330,1118,523
490,6,966,330,1015,503
490,10,1039,328,1111,519
491,6,966,330,1015,504
491,10,1037,328,1104,519
492,6,965,331,1015,503
492,10,1032,328,1098,518
493,6,965,331,1015,503
493,10,1030,328,1094,517
494,6,966,331,1015,503
494,10,1029,328,1089,517
495,6,966,330,1015,503
495,10,1026,328,1085,517
496,6,966,330,1015,503
496,10,1023,328,1082,517
497,6,966,330,1016,503
497,10,1023,328,1080,517
498,6,965,330,1015,504
498,10,1014,331,1079,517
499,6,965,330,1014,504
499,10,1009,332,1077,516
500,6,965,331,1014,504
500,10,1007,332,1077,517
501,6,965,330,1014,505
501,10,1003,331,1077,517
502,6,965,330,1014,505
502,10,996,331,1076,517
503,6,965,329,1014,505
503,10,995,333,1076,518
504,6,965,329,1016,505
504,10,998,334,1077,519
505,6,965,328,1015,506
505,10,996,332,1077,518
506,6,965,329,1014,507
506,10,1001,335,1071,518
507,6,965,330,1013,506
507,10,1003,333,1054,512
508,6,966,331,1013,505
508,10,998,331,1051,511
509,6,966,331,1014,504
509,10,999,330,1048,511
510,6,966,331,1017,506
510,10,997,331,1045,512
511,6,966,331,1013,505
511,10,982,329,1041,512
512,6,965,331,1011,505
512,10,971,327,1036,514
513,6,965,332,1013,507
513,10,966,329,1032,513
514,10,963,329,1029,513
515,10,962,328,1027,513
515,6,,,,
516,10,961,328,1025,513
516,6,,,,
517,10,959,329,1024,513
517,6,,,,
518,10,953,330,1023,512
518,6,,,,
519,10,950,331,1022,511
519,6,,,,
520,10,950,331,1021,513
520,6,,,,
521,10,949,329,1021,513
521,6,,,,
522,10,947,329,1020,512
522,6,,,,
523,10,946,330,1020,513
523,6,,,,
524,10,944,328,1020,515
524,6,,,,
525,10,945,327,1019,513
525,6,,,,
526,10,944,328,1015,512
526,6,,,,
527,10,943,329,1013,511
527,6,,,,
528,10,942,329,1012,510
528,6,,,,
529,10,942,329,1011,509
529,6,,,,
530,10,942,330,1008,508
530,6,958,329,1014,505
531,10,940,331,1005,508
531,6,960,330,1014,504
532,10,933,331,984,509
532,6,963,330,1014,504
533,10,927,331,975,510
533,6,964,330,1014,502
534,10,920,330,972,511
534,6,966,330,1014,502
535,10,911,329,970,511
535,6,965,329,1014,502
536,10,904,329,969,511
536,6,966,330,1014,504
537,10,899,331,969,512
537,6,965,332,1014,505
538,10,895,331,969,513
538,6,965,331,1014,505
539,10,895,331,968,513
539,6,966,331,1014,503
540,10,894,331,968,514
540,6,966,331,1014,503
541,10,893,331,966,514
541,6,967,332,1014,504
542,10,893,329,965,515
542,6,905,328,954,512
543,10,895,330,964,514
543,6,902,329,951,510
544,10,899,329,951,500
544,6,901,329,956,510
545,10,965,331,1013,503
545,6,898,328,953,511
546,10,965,331,1013,503
546,6,896,329,952,510
547,10,965,331,1013,503
547,6,894,331,947,510
548,10,965,331,1013,503
548,6,892,330,942,510
549,10,964,331,1013,504
549,6,889,332,936,511
550,10,964,331,1013,503
550,6,887,332,933,510
551,10,964,332,1013,503
551,6,885,330,931,509
552,10,964,332,1013,503
552,6,882,329,930,509
553,10,964,331,1013,503
553,6,871,328,928,511
554,10,964,331,1013,504
554,6,861,329,927,511
555,10,964,331,1013,504
555,6,854,329,927,511
556,10,964,331,1013,504
556,6,851,331,927,511
557,10,965,331,1013,504
557,6,851,330,925,513
558,10,965,330,1013,503
558,6,853,330,924,514
559,10,965,331,1012,503
559,6,853,331,923,512
560,10,965,331,1012,503
560,6,856,331,923,513
561,10,965,330,1012,503
561,6,856,331,922,513
562,10,965,330,1012,503
562,6,856,327,921,512
563,10,965,330,1012,503
563,6,856,327,921,512
564,10,965,330,1012,504
564,6,853,326,920,513
565,10,965,330,1012,503
565,6,849,327,917,514
566,10,966,330,1012,504
566,6,846,325,914,514
567,10,966,330,1012,504
567,6,843,327,909,512
568,10,966,330,1012,504
568,6,843,328,905,511
569,10,966,330,1011,503
569,6,842,329,902,512
570,10,966,330,1011,503
570,6,837,329,900,512
571,10,966,330,1011,503
571,6,838,329,900,512
572,10,966,330,1011,503
572,6,838,329,900,512
573,10,966,330,1011,503
573,6,835,329,901,512
574,10,966,330,1011,503
574,6,833,329,901,511
575,10,966,330,1011,503
575,6,832,329,902,511
576,10,966,330,1011,503
576,6,833,328,904,511
577,10,966,330,1011,503
577,6,833,328,905,511
578,10,966,330,1011,503
578,6,834,328,906,510
579,10,966,330,1011,503
579,6,836,329,907,510
580,10,966,330,1011,503
580,6,838,328,908,510
581,10,966,330,1011,503
581,6,841,328,908,508
582,10,966,330,1011,503
582,6,844,329,908,507
583,10,966,330,1011,503
583,6,845,329,908,506
584,10,966,330,1011,503
584,6,846,328,909,505
585,10,966,330,1011,503
585,6,849,328,908,503
586,10,966,330,1011,503
586,6,851,328,908,503
587,10,966,330,1011,503
587,6,852,328,908,502
588,10,966,330,1011,503
588,6,852,328,909,502
589,10,966,330,1011,503
589,6,857,327,909,501
590,10,966,330,1011,503
590,6,859,326,910,500
591,10,965,330,1011,503
591,6,861,326,910,501
592,10,966,330,1011,503
592,6,863,325,910,500
593,10,965,330,1011,502
593,6,865,325,909,498
594,10,965,330,1011,502
594,6,866,326,910,498
595,10,965,330,1011,503
595,6,867,326,910,499
596,10,964,330,1011,503
596,6,867,326,911,500
597,10,964,330,1011,503
597,6,868,326,911,502
598,10,963,330,1011,502
598,6,869,327,911,502
599,10,963,330,1011,502
599,6,870,327,912,502
600,10,963,330,1011,503
600,6,870,328,913,501
601,10,962,329,1012,503
601,6,871,327,914,502
602,10,962,330,1011,503
602,6,871,327,915,502
603,10,963,330,1011,503
603,6,872,326,916,501
604,10,963,330,1011,503
604,6,873,325,918,499
605,10,964,330,1011,503
605,6,875,324,920,497
606,10,963,329,1012,503
606,6,876,323,922,496
607,10,963,330,1011,503
607,6,878,324,924,494
608,10,963,331,1010,502
608,6,878,325,925,493
609,10,962,330,1011,503
609,6,880,325,928,493
610,10,961,330,1011,503
610,6,883,325,929,492
611,10,960,330,1011,503
611,6,884,324,931,491
612,10,959,329,1011,503
612,6,885,324,934,491
613,10,958,329,1012,503
613,6,886,324,941,492
614,10,958,330,1011,502
614,6,887,324,945,492
615,10,958,331,1011,502
615,6,888,324,948,492
616,10,958,331,1010,502
616,6,889,324,949,492
617,10,959,332,1010,502
617,6,891,324,949,492
618,10,960,332,1010,501
618,6,892,325,948,492
619,10,961,332,1010,502
619,6,892,324,948,492
620,10,961,332,1010,502
620,6,893,324,948,492
621,10,962,331,1010,501
621,6,894,325,949,492
622,10,963,330,1010,501
622,6,894,326,949,492
623,10,963,330,1009,501
623,6,894,328,949,492
624,10,964,330,1009,501
624,6,895,328,949,493
625,10,964,331,1009,501
625,6,899,327,950,492
626,10,964,331,1009,502
626,6,906,326,949,490
627,10,965,331,1009,502
627,6,910,325,952,488
628,10,964,331,1009,502
628,6,911,323,955,492
629,10,964,332,1009,502
629,6,916,323,960,492
630,10,965,333,1009,502
630,6,917,323,963,492
631,10,964,333,1009,502
631,6,919,324,964,490
632,10,964,333,1010,502
632,6,922,325,966,490
633,10,964,333,1010,501
633,6,924,326,969,492
